ccode,Country,year,leadername,business,econ_finance,rgdpe,lnrgdpe,growth,cpg_sw2014,war,law,militarycareer,nato,business_add_close,econ_finance_close,business_nostate,business_exclude_lowlevel,rgdpo,expenditures_total,expenditures_total_million,expenditures_2014,nondefspend,nondefspend_ch,defspend_usa,defspend_ch_usa,diff_us,polconiii,polityfrompolity,polcon_abvmean,polcon_blwmean,cpg_mf,mids_per_yr,business_econ_finance,econ_finance_nobiz,def.exp,def.delta
211,Belgium,1981,"Eyskens, M.",0,1,212572.875,12.26704025,-6.465661526,3,0,0,0,1,0,1,0,0,191883.125,76908638940,76908,83496.65625,73759.65625,3.442077637,442450,11.44134521,-10.56069851,0.687125444,10,1,0,3,0,1,1,8909.199093,0.885789431
211,Belgium,1982,Martens,0,0,205623.3594,12.23380184,-3.26923728,3,0,1,0,1,0,0,0,0,185875.4844,76387681722,76387,82931.01563,73517.01563,-0.328961164,524074,18.44818687,-21.76543045,0.699577153,10,1,0,3,0,0,0,8613.896224,-3.314583792
211,Belgium,1983,Martens,0,0,199350.9375,12.20282173,-3.05044055,3,0,1,0,1,0,0,0,0,180343.6719,76865538146,76865,83449.96875,74408.96875,1.21326077,507762,-3.112537622,-0.84964633,0.699577153,10,1,0,3,0,0,0,8272.545807,-3.962787667
211,Belgium,1984,Martens,0,0,199802.7344,12.20508575,0.22662878,3,0,1,0,1,0,0,0,0,180031.3281,77037941192,77037,83636.70313,74979.70313,0.767023623,527381,3.863818169,-8.111135483,0.699577153,10,1,0,3,0,0,0,7920.966031,-4.24995865
211,Belgium,1985,Martens,0,0,197971.875,12.19587994,-0.916332006,3,0,1,0,1,0,0,0,0,171080.8438,79281055232,79281,86072.94531,77516.94531,3.383905411,568003,7.702590942,-8.869277,0.699577153,10,1,0,3,1,0,0,7828.618423,-1.165862942
211,Belgium,1986,Martens,0,0,208769.7344,12.2489872,5.454242229,3,0,1,0,1,0,0,0,0,183804.8906,80311725828,80311,87191.1875,78282.1875,0.987193406,607188,6.898731232,-2.77297163,0.690999806,10,1,0,3,0,0,0,8151.657931,4.126392302
211,Belgium,1987,Martens,0,0,217600.0625,12.29041386,4.229700565,3.000000238,0,1,0,1,0,0,0,0,195093.1719,82461142384,82461,89525.375,80559.375,2.908947229,599976,-1.187770486,1.827572942,0.690999806,10,1,0,3.000000238,0,0,0,8203.392338,0.634648896
211,Belgium,1988,Martens,0,0,234993.5781,12.36731339,7.993340492,3.644808769,0,1,0,1,0,0,0,0,211314.4063,81891462649,81891,88906.53906,80316.53906,-0.301437229,586731,-2.207588196,-1.986032009,0.688187122,10,1,0,3.644808769,0,0,0,7859.95802,-4.186491438
211,Belgium,1989,Martens,0,0,249226.8438,12.42611885,6.05686903,4,0,1,0,1,0,0,0,0,218196.2344,82865914834,82865,89963.98438,81506.98438,1.482192039,580705,-1.027046442,-0.521265507,0.688187122,10,1,0,4,0,0,0,7738.150723,-1.549719442
211,Belgium,1990,Martens,0,0,259741.7344,12.46744347,4.219007492,4,0,1,0,1,0,0,0,0,228674.5625,82545470066,82545,89616.57031,81319.57031,-0.229936197,554742,-4.470944881,2.579020977,0.688187122,10,1,0,4,1,0,0,7591.765133,-1.891738673
211,Belgium,1991,Martens,0,0,265404.4688,12.48900986,2.18013525,4,0,1,0,1,0,0,0,0,232644.6719,85553154172,85553,92882.26563,84702.26563,4.159755707,487221,-12.17160416,10.76145554,0.688187122,10,1,0,4,1,0,0,7484.421267,-1.413951355
211,Belgium,1992,Dehaene,0,0,274541.4688,12.52285767,3.442668915,4,0,0,0,1,0,1,0,0,241603.5781,86838681457,86838,94277.35156,87560.35156,3.3742733,514822,5.664985657,-23.55007172,0.707185745,10,1,0,4,1,0,0,6145.521119,-17.8891607
211,Belgium,1993,Dehaene,0,0,276597.5625,12.53031921,0.748920441,4,0,0,0,1,0,1,0,0,244074.7031,86688765828,86688,94114.5,87736.5,0.201173738,487764,-5.255797386,0.208901405,0.707185745,10,1,0,4,1,0,0,5835.855425,-5.038884225
211,Belgium,1994,Dehaene,0,0,287640.2188,12.56946564,3.992319107,4,0,0,0,1,0,1,0,0,251010.5781,87893713377,87893,95422.72656,89079.72656,1.530978084,460072,-5.677335739,5.128574371,0.707185745,10,1,0,4,1,0,0,5803.932933,-0.547006206
211,Belgium,1995,Dehaene,0,0,298082.5,12.60512543,3.630328178,4,0,0,0,1,0,1,0,0,264544.75,89218593510,89218,96861.24219,90647.24219,1.759677172,433220,-5.836477757,3.802739859,0.707185745,10,1,0,4,1,0,0,5685.407328,-2.042160145
211,Belgium,1996,Dehaene,0,0,299984.4688,12.61148643,0.638067722,4,0,0,0,1,0,1,0,0,264529.9375,90501251921,90501,98254.15625,92157.15625,1.665703297,409656,-5.439268589,3.556423426,0.708110332,10,1,0,4,1,0,0,5577.260541,-1.902181872
211,Belgium,1997,Dehaene,0,0,317602.375,12.66855526,5.872941017,4,0,0,0,1,0,1,0,0,275853.4375,91089142119,91089,98892.53125,92872.53125,0.776255488,407537,-0.517263293,-0.745652914,0.708110332,10,1,0,4,0,0,0,5507.124774,-1.257530763
211,Belgium,1998,Dehaene,0,0,327893.9688,12.70044518,3.240406513,4,0,0,0,1,0,1,0,0,276300,92774638940,92774,100721.8828,94703.88281,1.97189796,398332,-2.258690596,2.22546792,0.708110332,10,1,0,4,1,0,0,5505.600337,-0.027681167
211,Belgium,1999,Dehaene,0,0,341806.9688,12.74200153,4.243135452,4,0,0,0,1,0,1,0,0,286115.5625,95192647285,95192,103347.0313,97250.03125,2.688536406,399314,0.246528015,1.066200495,0.708110332,10,1,0,4,2,0,0,5577.337206,1.302979948
211,Belgium,2000,Verhofstadt,0,0,364033.5625,12.80500126,6.50267601,4,0,1,0,1,0,0,0,0,306447.1563,97990164106,97990,106384.7344,100288.7344,3.124629498,414768,3.870137215,-3.886538744,0.718111932,10,1,0,4,1,0,0,5576.944886,-0.007034181
211,Belgium,2001,Verhofstadt,0,0,366889.5625,12.81281662,0.784540176,4,0,1,0,1,0,0,0,0,308141.4375,98981625695,98981,107460.6328,101632.6328,1.340029359,418135,0.811779141,-5.20810461,0.718111932,10,1,0,4,0,0,0,5331.763862,-4.396332193
211,Belgium,2002,Verhofstadt,0,0,376542.3125,12.83878613,2.630972862,4,0,1,0,1,0,0,0,0,319098.75,1.01586E+11,101585,110287.7109,104636.7109,2.955820322,469486,12.28096199,-15.31802464,0.718111932,10,1,0,4,0,0,0,5170.017105,-3.033644422
211,Belgium,2003,Verhofstadt,0,0,368424.7188,12.81699181,-2.155822515,3.057534218,0,1,0,1,0,0,0,0,324598.2813,1.03053E+11,103053,111881.4766,106169.4766,1.464844942,534351,13.81617355,-12.73671818,0.718111932,10,1,0,3.057534218,0,0,0,5226.121119,1.085180434
211,Belgium,2004,Verhofstadt,0,0,375420.1875,12.83580112,1.898753643,2,0,1,0,1,0,0,0,0,330577.8125,1.04705E+11,104704,113673.9141,108079.9141,1.799422503,582400,8.99202919,-11.05785561,0.694673836,10,1,0,2,0,0,0,5117.275489,-2.082723072
211,Belgium,2005,Verhofstadt,0,0,378760.6875,12.84465981,0.889801979,2,0,NA,NA,1,0,0,0,0,356152.5313,1.05394E+11,105394,114423.0313,109033.0313,0.881863356,610176,4.769230843,-8.415994644,0.694673836,10,1,0,2,0,0,0,4930.934625,-3.641407709
211,Belgium,2006,Verhofstadt,0,0,391103.9375,12.87672901,3.25884819,2,0,NA,NA,1,0,0,0,0,343268.6563,1.06412E+11,106412,115528.2422,110180.2422,1.05216825,619653,1.553158402,-2.332379103,0.694673836,10,1,0,2,0,0,0,4892.607214,-0.777284913
211,Belgium,2007,Verhofstadt,0,0,411561.4375,12.92771339,5.23070097,2.027397156,0,NA,NA,1,0,0,0,0,358075.0938,1.08441E+11,108440,117729.9766,111958.9766,1.614385962,635921,2.625340223,5.284158707,0.694673836,8,1,0,2.027397156,0,0,0,5279.35343,7.904705999
211,Belgium,2008,Verhofstadt,0,0,422802.9063,12.95466137,2.73141861,3.000000238,0,NA,NA,1,0,0,0,0,393710.1563,1.11518E+11,111517,121070.5781,114779.5781,2.519316912,682967,7.398088932,1.612481594,0.706714809,8,1,0,3.000000238,0,0,0,5755.564483,9.020253326
211,Belgium,2009,Van Rompuy,1,1,422131.9063,12.9530735,-0.158703327,3,0,NA,NA,1,1,1,1,1,383202.4063,1.12786E+11,112785,122447.2109,116521.2109,1.517371655,737747,8.020885468,-13.82282448,0.706714809,8,1,0,3,0,1,0,5420.985696,-5.813135939
211,Belgium,2010,Leterme,0,1,445068.2813,13.00598335,5.43346405,3,0,NA,NA,1,0,1,0,0,410931.0625,1.13906E+11,113905,123663.1563,117988.1563,1.258951306,757992,2.744165659,-6.979737282,0.706714809,8,1,0,3,0,1,1,5192.089235,-4.222414032
211,Belgium,2011,Leterme,0,1,459961.875,13.03889847,3.34635973,3,0,NA,NA,1,0,1,0,0,419642.5,1.15343E+11,115342,125223.2656,119747.2656,1.490920305,748646,-1.232994556,-2.273613453,0.709632158,8,1,0,3,NA,1,1,5009.891229,-3.50914628
211,Belgium,2012,Elio Di Rupo,1,0,476869.4063,13.0749979,3.675854206,3,0,NA,NA,1,1,0,1,1,435998.75,1.16969E+11,116969,126989.6484,121574.6484,1.526033044,706082,-5.685464382,4.571512699,0.709632158,8,1,0,3,NA,1,0,4954.061571,-1.114388619
211,Belgium,2013,Elio Di Rupo,1,0,484504.25,13.09088135,1.601040363,3,0,NA,NA,1,1,0,1,1,444467.375,1.17037E+11,117036,127062.3906,121818.3906,0.200487673,650081,-7.931231976,4.773337364,0.709632158,8,1,0,3,NA,1,0,4827.670325,-2.55126515
211,Belgium,2014,Elio Di Rupo,1,0,490229.7813,13.10262966,1.181733608,2.778082132,0,NA,NA,1,1,0,1,1,448496.8438,1.18712E+11,118711,128880.8828,123688.8828,1.535476089,609914,-6.178768635,5.187159061,0.709632158,8,1,0,2.778082132,NA,1,0,4749.410392,-1.621070361
212,Luxembourg,1949,Dupong,0,0,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,130994,NA,NA,0.474272072,10,1,0,2,0,0,0,25.70406306,NA
212,Luxembourg,1950,Dupong,0,0,3576.817383,8.182229042,NA,2,0,1,0,1,0,0,0,0,3806.149902,NA,NA,NA,NA,NA,140780,7.470571041,38.70998383,0.474272072,10,1,0,2,0,0,0,37.55991899,46.12444307
212,Luxembourg,1951,Dupong,0,0,4455.583008,8.401913643,24.568367,2,0,1,0,1,0,0,0,0,3997.549805,NA,NA,NA,NA,NA,301216,113.9622116,-70.49427032,0.474272072,10,1,0,2,0,0,0,53.89426033,43.48875551
212,Luxembourg,1952,Dupong,0,0,5053.432617,8.527823448,13.41798306,2,0,1,0,1,0,0,0,0,4397.569336,NA,NA,NA,NA,NA,424311,40.86602402,21.55118942,0.467092246,10,1,0,2,0,0,0,87.5208963,62.39372388
212,Luxembourg,1953,Bech,0,0,4404.264648,8.390328407,-12.84607697,2,0,1,0,1,0,0,0,0,3991.815918,NA,NA,NA,NA,NA,436863,2.958207607,9.172273636,0.467092246,10,1,0,2,0,0,0,98.16765506,12.16481915
212,Luxembourg,1954,Bech,0,0,4430.402832,8.396245956,0.593471527,2,0,1,0,1,0,0,0,0,3876.356934,NA,NA,NA,NA,NA,376933,-13.71825981,28.26371384,0.467092246,10,1,0,2,0,0,0,112.553851,14.65472094
212,Luxembourg,1955,Bech,0,0,4732.662598,8.46224308,6.822395325,2,0,1,0,1,0,0,0,0,4155.554199,NA,NA,NA,NA,NA,356801,-5.341002464,14.07116127,0.425863415,10,0,1,2,0,0,0,122.438294,8.781967921
212,Luxembourg,1956,Bech,0,0,5281.104004,8.571890831,11.5884304,2,0,1,0,1,0,0,0,0,4568.183594,NA,NA,NA,NA,NA,361469,1.30829227,-37.22069931,0.425863415,10,0,1,2,0,0,0,78.32147223,-36.03188215
212,Luxembourg,1957,Bech,0,0,5415.673828,8.597052574,2.548134327,2,0,1,0,1,0,0,0,0,4734.254883,NA,NA,NA,NA,NA,371783,2.853356838,3.410879612,0.425863415,10,0,1,2,0,0,0,83.18091977,6.20448952
212,Luxembourg,1958,Frieden,0,0,5257.898438,8.567486763,-2.913308144,2,0,1,0,1,0,0,0,0,4594.229004,NA,NA,NA,NA,NA,369578,-0.593087912,-2.407987118,0.425863415,10,0,1,2,0,0,0,80.7435675,-2.930181917
212,Luxembourg,1959,Werner,0,1,5290.942871,8.57375145,0.628471375,2,0,0,0,1,1,1,0,0,4602.598145,NA,NA,NA,NA,NA,372166,0.700258136,-7.219596863,0.425863415,10,0,1,2,0,1,1,75.43834643,-6.570456614
212,Luxembourg,1960,Werner,0,1,6131.107422,8.721130371,15.87929726,2,0,0,0,1,1,1,0,0,4939.942383,1492538587,1492,1619.818604,1564.718628,NA,363006,-2.461267233,-32.40871048,0.463572711,10,1,0,2,0,1,1,49.11299475,-34.89651208
212,Luxembourg,1961,Werner,0,1,6079.695801,8.712710381,-0.838536024,2,0,0,0,1,1,1,0,0,4936.030762,1511976377,1511,1640.446289,1580.046265,0.979577839,378361,4.229957581,5.388922691,0.463572711,10,1,0,2,0,1,1,53.89993539,9.746790352
212,Luxembourg,1962,Werner,0,1,5911.172852,8.684599876,-2.771896124,2,0,0,0,1,1,1,0,0,4888.623535,1548205995,1548,1680.616089,1607.31604,1.725884557,409976,8.355776787,13.00184155,0.463572711,10,1,0,2,0,1,1,65.38494417,21.30801957
212,Luxembourg,1963,Werner,0,1,6039.220215,8.706029892,2.166187763,2,0,0,0,1,1,1,0,0,4935.257813,1637965933,1637,1777.240601,1707.340576,6.223078251,404393,-1.361787081,-3.276686907,0.463572711,10,1,0,2,0,1,1,62.32755264,-4.675987067
212,Luxembourg,1964,Werner,0,1,6543.902832,8.786289215,8.356750488,2,0,0,0,1,1,1,0,0,5346.502441,1624939524,1624,1763.126953,1672.927002,-2.015624523,390911,-3.33388567,32.37536621,0.463572711,10,1,0,2,0,1,1,80.41202596,29.01521488
212,Luxembourg,1965,Werner,0,1,6674.586426,8.806062698,1.997029781,2,0,0,0,1,1,1,0,0,5431.838867,1583537153,1583,1718.614502,1629.114502,-2.618912935,389105,-0.461997747,-0.314052105,0.459282219,10,1,0,2,0,1,1,79.85300085,-0.695200881
212,Luxembourg,1966,Werner,0,1,6705.979004,8.810754776,0.470328331,2,0,0,0,1,1,1,0,0,5526.828613,1675454878,1675,1818.496094,1728.196045,6.081926346,463423,19.09972954,-18.20587158,0.464525402,10,1,0,2,0,1,1,80.56586916,0.892725764
212,Luxembourg,1967,Werner,0,1,6805.077637,8.825424194,1.477766037,2,0,0,0,1,1,1,0,0,5741.575195,1745894284,1745,1894.49292,1821.192871,5.381150246,535141,15.47570992,-34.30184174,0.464525402,10,1,0,2,0,1,1,65.38351851,-18.84464328
212,Luxembourg,1968,Werner,0,1,7221.447754,8.884810448,6.118524075,2,0,0,0,1,1,1,0,0,6050.866211,1843621905,1843,2000.888428,1935.988403,6.303315639,549446,2.673127174,-14.13288307,0.464525402,10,1,0,2,0,1,1,57.90203152,-11.44246617
212,Luxembourg,1969,Werner,0,1,8239.702148,9.016719818,14.10042,2,0,0,0,1,1,1,0,0,6892.567871,1904287855,1904,2067.114258,2000.814209,3.348460436,525814,-4.301059723,6.458227158,0.479244739,10,1,0,2,0,1,1,59.16785128,2.186140501
212,Luxembourg,1970,Werner,0,1,8846.673828,9.087797165,7.366430759,2,0,0,0,1,1,1,0,0,6931.347656,1962277219,1962,2130.083008,2062.683105,3.092185974,486804,-7.418973446,9.07809639,0.479244739,10,1,0,2,0,1,1,60.1045815,1.583174299
212,Luxembourg,1971,Werner,0,1,8486.413086,9.046221733,-4.072272778,2,0,0,0,1,1,1,0,0,6706.621582,2020573377,2020,2193.052002,2124.552002,2.999437809,437787,-10.0691452,11.70118999,0.479244739,10,1,0,2,0,1,1,61.10611591,1.666319582
212,Luxembourg,1972,Werner,0,1,9061.141602,9.111750603,6.772339344,2,0,0,0,1,1,1,0,0,7208.562988,2104569934,2104,2284.248047,2208.248047,3.939467907,439498,0.390829325,10.5580759,0.479244739,10,1,0,2,0,1,1,67.81470023,10.97858081
212,Luxembourg,1973,Werner,0,1,10313.84277,9.241242409,13.82498741,2,0,0,0,1,1,1,0,0,8022.184082,2176925166,2176,2362.41626,2279.016357,3.204726458,417593,-4.984095573,14.72093964,0.479244739,10,1,0,2,0,1,1,74.37815849,9.678518437
212,Luxembourg,1974,Thorn G.,0,0,11401.00293,9.341456413,10.54078293,3.090410948,0,1,0,1,0,0,0,0,8520.456055,2258593377,2258,2451.441162,2361.441162,3.616683245,412319,-1.262952209,9.17661953,0.479244739,10,1,0,3.090410948,0,0,0,80.27470197,7.92778901
212,Luxembourg,1975,Thorn G.,0,0,9493.080078,9.15831852,-16.73469543,4,0,1,0,1,0,0,0,0,7321.581543,2333276954,2333,2532.866455,2437.266357,3.210971117,388786,-5.707474232,11.92969513,0.510837913,10,1,0,4,0,0,0,85.25237928,6.200804471
212,Luxembourg,1976,Thorn G.,0,0,10068.59668,9.217176437,6.062483788,4,0,1,0,1,0,0,0,0,7829.482422,2398557748,2398,2603.434814,2500.434814,2.59177494,378559,-2.630496025,10.37108421,0.510837913,10,1,0,4,0,0,0,91.52383632,7.356342547
212,Luxembourg,1977,Thorn G.,0,0,9795.746094,9.189703941,-2.709919214,4,0,1,0,1,0,0,0,0,7916.501953,2468584768,2468,2679.431885,2578.431885,3.119340181,394217,4.136211395,-6.077959061,0.510837913,10,1,0,4,0,0,0,89.67444503,-2.020666278
212,Luxembourg,1978,Thorn G.,0,0,10504.35645,9.259545326,7.233858109,4,0,1,0,1,0,0,0,0,8329.855469,2512911258,2512,2727.201172,2618.201172,1.542382717,396408,0.555785239,7.365006924,0.510837913,10,1,0,4,0,0,0,97.5454037,8.777259417
212,Luxembourg,1979,Werner,0,1,10921.28906,9.298469543,3.969144821,3.073972702,0,0,0,1,1,1,0,0,8669.196289,2568968609,2568,2787.998779,2674.998779,2.169337034,398769,0.595598459,3.074126244,0.510837913,10,1,0,3.073972702,0,1,1,100.4204275,2.947369855
212,Luxembourg,1980,Werner,0,1,11324.13477,9.334692001,3.688633442,2,0,0,0,1,1,1,0,0,8767.267578,2648219073,2648,2874.852295,2743.852295,2.573964357,397025,-0.437345922,16.36655045,0.48200345,10,1,0,2,0,1,1,116.590471,16.10234477
212,Luxembourg,1981,Werner,0,1,10938.91699,9.300082207,-3.401738405,2,0,0,0,1,1,1,0,0,8399.466797,2685292185,2685,2915.021973,2780.021973,1.31820786,442450,11.44134521,-8.387909889,0.48200345,10,1,0,2,0,1,1,120.6849462,3.511843783
212,Luxembourg,1982,Werner,0,1,10961.6748,9.302160263,0.208044052,2,0,0,0,1,1,1,0,0,8402.544922,2725051788,2725,2958.44873,2821.44873,1.490159392,524074,18.44818687,-16.96670532,0.48200345,10,1,0,2,0,1,1,121.8333337,0.951558226
212,Luxembourg,1983,Werner,0,1,10840.92578,9.291083336,-1.10155344,2,0,0,0,1,1,1,0,0,8397.236328,2776721325,2776,3013.817871,2873.817871,1.856108189,507762,-3.112537622,5.302318573,0.48200345,10,1,0,2,0,1,1,124.6080519,2.277470435
212,Luxembourg,1984,Werner,0,1,11046.01563,9.309824944,1.891815662,2,0,0,0,1,1,1,0,0,8297.198242,2837076954,2837,3080.043701,2940.043701,2.304454565,527381,3.863818169,-3.863818169,0.48200345,10,1,0,2,0,1,1,125.2408987,0.507869904
212,Luxembourg,1985,Santer,0,0,11168.55078,9.320857048,1.109313965,2,0,1,0,1,0,0,0,0,8247.511719,2893350596,2893,3140.841309,3003.841309,2.1699543,568003,7.702590942,-9.84544754,0.467285275,10,1,0,2,0,0,0,121.8798989,-2.683627987
212,Luxembourg,1986,Santer,0,0,12372.07422,9.423196793,10.7760067,2,0,1,0,1,0,0,0,0,9566.349609,3078708344,3078,3341.689941,3197.689941,6.453358173,607188,6.898731232,-1.789242268,0.467285275,10,1,0,2,0,0,0,128.2370349,5.215901979
212,Luxembourg,1987,Santer,0,0,12880.87305,9.463499069,4.112482071,2,0,1,0,1,0,0,0,0,9915.150391,3375715629,3375,3664.133789,3499.133789,9.426925659,599976,-1.187770486,15.77110386,0.467285275,10,1,0,2,0,0,0,146.846329,14.51163787
212,Luxembourg,1988,Santer,0,0,14352.41602,9.571673393,11.42424393,2,0,1,0,1,0,0,0,0,11036.93652,3521946755,3521,3822.641602,3634.641602,3.872610331,586731,-2.207588196,16.14698219,0.467285275,10,1,0,2,0,0,0,167.5171146,14.07647417
212,Luxembourg,1989,Santer,0,0,15999.24121,9.680296898,11.47420406,2,0,1,0,1,0,0,0,0,12451.8125,3809221722,3809,4135.314453,3963.314453,9.042785645,580705,-1.027046442,-7.483592033,0.467285275,10,1,0,2,0,0,0,153.3728616,-8.443467449
212,Luxembourg,1990,Santer,0,0,16752.31445,9.726291656,4.706931114,2,0,1,0,1,0,0,0,0,13105.78125,4063545298,4063,4411.074219,4232.074219,6.781187057,554742,-4.470944881,8.540712357,0.516890943,10,1,0,2,0,0,0,159.6578123,4.097824521
212,Luxembourg,1991,Santer,0,0,18296.79883,9.814481735,9.219527245,2,0,1,0,1,0,0,0,0,14619.34961,4227462384,4227,4589.124023,4391.124023,3.758199692,487221,-12.17160416,22.786129,0.516890943,10,1,0,2,0,0,0,176.2855146,10.41458734
212,Luxembourg,1992,Santer,0,0,18470.19531,9.823913574,0.94769001,2,0,1,0,1,0,0,0,0,14976.86133,4363121457,4363,4736.774902,4530.774902,3.180299044,514822,5.664985657,-1.624581814,0.516890943,10,1,0,2,0,0,0,184.0122152,4.383060422
212,Luxembourg,1993,Santer,0,0,20069.98047,9.906980515,8.661437035,2,0,1,0,1,0,0,0,0,16094.18457,4591459338,4591,4984.307617,4796.307617,5.860646725,487764,-5.255797386,-3.482067108,0.516890943,10,1,0,2,0,0,0,167.7056434,-8.861678986
212,Luxembourg,1994,Santer,0,0,21302.24805,9.966567993,6.139850616,2,0,1,0,1,0,0,0,0,17100.19727,4636613113,4636,5033.162598,4826.162598,0.622457564,460072,-5.677335739,15.78371906,0.516890943,10,1,0,2,0,0,0,184.9749523,10.2973928
212,Luxembourg,1995,Santer,0,0,21764.48633,9.988035202,2.169907093,2,0,1,0,1,0,0,0,0,17346.60938,4853539073,4853,5268.75293,5066.75293,4.985126972,433220,-5.836477757,3.421018839,0.503979981,10,1,0,2,0,0,0,180.5608299,-2.386335196
212,Luxembourg,1996,Juncker,0,0,22543.95508,10.02322197,3.581380844,2,0,0,0,1,0,0,0,0,17784.0293,5162780132,5162,5604.224609,5395.224609,6.482883453,409656,-5.439268589,8.904615402,0.503979981,10,1,0,2,0,0,0,186.4128537,3.241026207
212,Luxembourg,1997,Juncker,0,0,23490.12109,10.06433487,4.196977615,2,0,0,0,1,0,0,0,0,18855.71875,5311896689,5311,5765.989746,5540.989746,2.701743603,407537,-0.517263293,8.172765732,0.503979981,10,1,0,2,0,0,0,201.3395504,8.007332333
212,Luxembourg,1998,Juncker,0,0,25406.94727,10.1427784,8.16013813,2,0,0,0,1,0,0,0,0,20824.39648,5463001325,5463,5931.01123,5689.01123,2.671390772,398332,-2.258690596,9.814246178,0.503979981,10,1,0,2,1,0,0,216.0329081,7.297800003
212,Luxembourg,1999,Juncker,0,0,28966.76172,10.27390385,14.01118088,2,0,0,0,1,0,0,0,0,23463.4082,5869980132,5869,6371.792969,6126.792969,7.695216656,399314,0.246528015,0.993141413,0.503979981,10,1,0,2,1,0,0,219.3526618,1.536688902
212,Luxembourg,2000,Juncker,0,0,31098.5918,10.34491825,7.359576225,2,0,0,0,1,0,0,0,0,26342.04297,6161509934,6161,6688.808594,6437.808594,5.076320171,414768,3.870137215,-1.421157598,0.526203334,10,1,0,2,1,0,0,223.9514512,2.096527723
212,Luxembourg,2001,Juncker,0,0,30267.91211,10.31784344,-2.67111659,2,0,0,0,1,0,0,0,0,24647.71484,6620132450,6620,7187.130859,6873.130859,6.761963367,418135,0.811779141,24.28782272,0.526203334,10,1,0,2,0,0,0,280.8203253,25.39339387
212,Luxembourg,2002,Juncker,0,0,31192.79492,10.34794235,3.055655956,2,0,0,0,1,0,0,0,0,24627.73242,6925695364,6925,7518.259766,7238.259766,5.312410355,469486,12.28096199,-23.10898781,0.526203334,10,1,0,2,0,0,0,250.3551684,-10.84862959
212,Luxembourg,2003,Juncker,0,0,31488.92188,10.35739136,0.949347019,2,0,0,0,1,0,0,0,0,23766.00195,7178278146,7178,7792.934082,7496.934082,3.573708773,534351,13.81617355,-8.101887703,0.526203334,10,1,0,2,0,0,0,264.8922764,5.806593915
212,Luxembourg,2004,Juncker,0,0,33786.41797,10.42781448,7.296204567,2,0,0,0,1,0,0,0,0,22923.37305,7421324503,7421,8056.751953,7745.751953,3.318928242,582400,8.99202919,-3.924461842,0.526203334,10,1,0,2,0,0,0,278.2648993,5.048324955
212,Luxembourg,2005,Juncker,0,0,33863.74219,10.43010044,0.228857994,2,0,NA,NA,1,0,0,0,0,25036.76563,7725430464,7725,8386.794922,8071.794922,4.209313393,610176,4.769230843,-3.483057261,0.499836653,10,1,0,2,0,0,0,281.5664866,1.186490761
212,Luxembourg,2006,Juncker,0,0,37867.21094,10.54184055,11.82228279,2,0,NA,NA,1,0,0,0,0,25209.92383,7776291391,7776,8442.164063,8134.164063,0.772679925,619653,1.553158402,-3.775380611,0.499836653,10,1,0,2,0,0,0,275.6532661,-2.100115179
212,Luxembourg,2007,Juncker,0,0,40977.72266,10.62078381,8.214259148,2,0,NA,NA,1,0,0,0,0,27138.95117,7.86E+09,7859,8532.274414,8212.274414,0.960275114,635921,2.625340223,1.270763636,0.499836653,10,1,0,2,0,0,0,285.8345229,3.693501253
212,Luxembourg,2008,Juncker,0,0,42553.07422,10.65850735,3.844404221,2,0,NA,NA,1,0,0,0,0,26912.06445,8046887417,8046,8735.294922,8496.294922,3.458487749,682967,7.398088932,-32.71059036,0.479119986,10,1,0,2,0,0,0,213.7416805,-25.2218807
212,Luxembourg,2009,Juncker,0,0,40129.0625,10.59985638,-5.696445465,2,0,NA,NA,1,0,0,0,0,25784.19727,8383708609,8383,9101.166016,8864.166016,4.329782486,737747,8.020885468,-8.857705116,0.456896663,10,1,0,2,0,0,0,211.4992902,-1.049112331
212,Luxembourg,2010,Juncker,0,0,42726.58984,10.66257668,6.472933292,2,0,NA,NA,1,0,0,0,0,28784.71094,8657615894,8657,9398.638672,9100.638672,2.667737246,757992,2.744165659,22.99423027,0.491173327,10,1,0,2,0,0,0,266.6973125,26.09844327
212,Luxembourg,2011,Juncker,0,0,47029.67578,10.75853443,10.07121849,2,0,NA,NA,1,0,0,0,0,28095.12305,8755364238,8755,9505.03418,9247.03418,1.608628988,748646,-1.232994556,-12.18982506,0.491173327,10,1,0,2,NA,0,0,230.318114,-13.64063181
212,Luxembourg,2012,Juncker,0,0,48413.87109,10.78754139,2.943241596,2,0,NA,NA,1,0,0,0,0,31387.80664,9070198675,9070,9847.020508,9596.020508,3.774035215,706082,-5.685464382,2.972285986,0.491173327,10,1,0,2,NA,0,0,224.3441837,-2.593773572
212,Luxembourg,2013,Juncker,0,0,50029.69141,10.82037163,3.3375144,2.147945166,0,NA,NA,1,0,0,0,0,31251.36523,9426490066,9426,10233.51855,9973.518555,3.933902025,650081,-7.931231976,11.51688957,0.491173327,10,1,0,2.147945166,NA,0,0,232.4046009,3.592879959
212,Luxembourg,2014,Bettel,0,0,52972.23828,10.87752342,5.881595612,4,0,NA,NA,1,0,0,0,0,37470.51953,9854437086,9854,10698.18555,10419.18555,4.468502998,609914,-6.178768635,13.48646164,0.505486667,10,1,0,4,NA,0,0,249.3242181,7.280241946
